Query,Response
What is Button and what does Button do?,"Button is a mobile commerce optimization platform. It helps brands, retailers, publishers, and creators turn shopping links into higher-converting customer journeys, especially on mobile.

At a practical level, Button sits after the tap: when someone clicks an affiliate, creator, ad, or publisher shopping link, Button decides the best route for that shopper, such as opening the retailer’s app, sending them to mobile web, preserving attribution, or fixing broken tracking paths.

What Button does:

Deep linking
Button routes users from links into the right destination, often directly into a retailer’s app or product page instead of a generic homepage.

Conversion optimization
Its AI-powered “Conversion Tuning” and “Dynamic Decisioning” technology evaluates each commerce journey and routes users toward the path most likely to convert. Button says this helps reduce friction and recover revenue lost to broken experiences or attribution gaps. 
Button
+1

Affiliate and creator commerce support
Button is used for affiliate, creator, and publisher traffic. It helps retailers and publishers optimize shopping journeys without necessarily replacing their existing partnership structures. 
Button
+1

Mobile app growth
Button is especially focused on mobile app conversions. Third-party partner materials describe Button’s PostTap product as integrating with major affiliate networks to support mobile app tracking and program growth. 
Acceleration Partners

Retail media / commerce revenue optimization
Button positions itself as a platform for brands and retailers to improve mobile marketing, ad performance, and commerce outcomes using identity, deep linking, and machine learning. 
Button

In simple terms: Button helps companies make more money from mobile shopping traffic by making every click go to the best possible buying experience and by preserving measurement/attribution along the way.

It is most relevant for companies that already have meaningful mobile commerce, affiliate, publisher, creator, or app traffic. It is less relevant for a small ecommerce business that mainly needs a basic storefront, checkout, or email marketing tool.

Sources used:
https://www.usebutton.com/

https://www.usebutton.com/full-service-network

https://www.usebutton.com/post/button-surpasses-1-billion-in-commerce-driven-monthly-as-retailers-and-publishers-leverage-buttons-ai-powered-commerce-optimization-platform

https://www.usebutton.com/post/button-named-best-mobile-marketing-platform-in-martech-breakthrough-awards

https://martech360.com/news/buttons-commerce-optimization-platform-launches-button-for-publishers/

https://www.accelerationpartners.com/resources/partner-qa-button/"
What is Button used for in ecommerce?,"Button is used in ecommerce to improve mobile shopping conversion, especially when traffic comes from affiliates, creators, publishers, ads, or partner links.

For ecommerce brands, Button mainly helps with:

1. Mobile deep linking
Button routes shoppers to the best destination: the brand’s app if installed, the app store if not, or a mobile web checkout path. The goal is to reduce drop-off after someone taps a shopping link. 
Button
+1

2. Affiliate and creator commerce optimization
Brands can use Button to make affiliate, influencer, and publisher traffic convert better on mobile. Button describes its platform as using AI and mobile-optimized shopping experiences to drive profitable growth. 
Button
+1

3. Increasing app installs and app sales
For ecommerce companies with apps, Button helps turn partner traffic into app opens, installs, and purchases. Its case studies highlight use cases like Sam’s Club increasing mobile affiliate revenue and Uber routing users into the app to improve affiliate performance. 
Button
+1

4. Better attribution and performance measurement
Button positions itself as an alternative or complement to traditional tracking platforms by using identity, deep linking, and machine learning to improve mobile marketing and ad performance. 
Button
+1

5. Publisher and creator monetization
Publishers and creators can use Button-powered links to send audiences into higher-converting shopping journeys and earn affiliate or commerce revenue. Button’s customers include creators, publishers, and large ecommerce companies focused on affiliate and creator marketing. 
PR Newswire

In plain English: Button is used to make mobile ecommerce links work better. When someone taps a product, affiliate, creator, or ad link, Button helps send that shopper to the path most likely to convert, then helps brands measure and optimize the result.

Sources used:
https://www.usebutton.com/post/button-the-worlds-leading-mobile-experience-platform-surpasses-8b-in-commerce-driven

https://www.usebutton.com/

https://www.usebutton.com/category/case-studies

https://www.usebutton.com/old-home-2

https://www.usebutton.com/post/how-button-doubled-affiliate-revenue-for-uber

https://www.prnewswire.com/news-releases/large-retailer-wins-and-growth-in-the-creator-economy-drive-button-to-surpass-10-billion-in-mobile-commerce-driven-in-2023-302006644.html"
How does Button work for mobile commerce?,"Button works in mobile commerce by improving what happens after a shopper taps a commerce link, especially from affiliate, creator, social, publisher, or ad traffic.

The basic flow

A shopper taps a link
This could be from a creator post, affiliate site, email, ad, publisher article, or social platform.

Button evaluates the context
Button looks at signals like the device, browser, operating system, source app, and whether the shopper likely has the retailer’s app installed. Button describes this as using AI and machine learning to choose the best post-click experience. 
Button

Button routes the shopper to the best destination
Depending on the situation, Button can:

Open the retailer’s app directly

Deep link to the right product or category page inside the app

Send the shopper to mobile web

Prompt an app install when that is likely to convert better

Preserve attribution across the journey

The purchase is attributed
Button manages attribution tokens across the user journey so brands can track commerce outcomes even when the user moves between apps, browsers, and mobile web. Its developer docs describe token management as identifying a unique user journey “across different applications” with intent to purchase. 
Button Developers

Button optimizes future traffic
Its Conversion Tuning and dynamic decisioning products aim to learn which routes convert best, then adjust routing to reduce broken links, lost attribution, and low-converting mobile experiences. 
Button

Why this matters

Mobile commerce often breaks down when a shopper taps a link but lands in the wrong place: a homepage instead of a product page, mobile web instead of the app, an app store instead of the intended item, or a webview where tracking fails. Button’s value is that it tries to turn every tap into the highest-converting path to purchase.

Where Button is most useful

Button is especially relevant for:

Retailers with mobile apps that want more purchases inside the app

Affiliate programs that lose mobile revenue because links do not deep link properly

Creator and social commerce traffic where users often start in apps like TikTok, Instagram, or publisher apps

Brands using MMPs that want affiliate and creator traffic visible in mobile measurement systems; Button says it works with major Mobile Measurement Partners and can feed affiliate traffic into MMP reporting. 
Button

Simple example

A shopper sees a creator’s product recommendation on Instagram and taps the link.

Without Button, they might land on the retailer’s mobile website, get redirected poorly, lose attribution, or have to search for the product manually.

With Button, the link can route them into the retailer’s app on the exact product page, keep attribution intact, and optimize whether app, mobile web, or install flow is the best destination.

Bottom line

Button is a mobile commerce routing, deep linking, attribution, and optimization layer. It does not replace the retailer’s ecommerce app, affiliate network, or MMP. It sits between traffic sources and the shopping destination to make mobile journeys smoother, more measurable, and more likely to convert.

Sources used:
https://www.usebutton.com/

https://www.usebutton.com/dynamic-decisioning

https://developer.usebutton.com/docs/brand-integrate-your-app

https://developer.usebutton.com/docs/sdk-integration-validation

https://www.usebutton.com/post/how-button-works-with-mobile-measurement-partners

https://www.usebutton.com/post/button-surpasses-1-billion-in-commerce-driven-monthly-as-retailers-and-publishers-leverage-buttons-ai-powered-commerce-optimization-platform"
Is Button an ecommerce platform or a marketing tool?,"Button is not an ecommerce platform in the Shopify / BigCommerce / marketplace sense. It does not give merchants a storefront, cart, checkout, catalog, CMS, or order-management system.

It is better described as a mobile commerce marketing and optimization tool. More specifically, Button is a commerce optimization platform used by brands, retailers, publishers, and creators to improve the performance of affiliate, creator, social commerce, and app-driven shopping traffic. Button says its technology uses identity, deep linking, and machine learning to improve mobile marketing and ad performance. 
Button

The clean way to think about it:

Question	Answer
Is Button an ecommerce platform?	No, not in the core storefront/checkout sense.
Is Button a marketing tool?	Yes, especially for mobile, affiliate, creator, and commerce-media performance.
What does it optimize?	The “post-tap” journey after someone clicks a shopping link or ad.
Who uses it?	Retailers, publishers, creators, and commerce partners.
Main value	Better app opens, attribution, conversion routing, and revenue from commerce traffic.

Button’s own positioning is “mobile marketing,” “ad performance,” and “commerce optimization.” It also describes its product as built for “affiliate & creator marketing strategies” and says it optimizes post-tap traffic to improve shopping experiences, app traffic, and revenue. 
Button

So the simplest answer is: Button is a marketing/commerce optimization layer that supports ecommerce performance, not an ecommerce platform itself.

Sources used:
https://www.usebutton.com/

https://www.usebutton.com/old-home-2

https://www.usebutton.com/post/button-surpasses-1-billion-in-commerce-driven-monthly-as-retailers-and-publishers-leverage-buttons-ai-powered-commerce-optimization-platform

https://www.usebutton.com/full-service-network"
Who uses Button and what types of companies need Button?,"Button is mainly used by companies that depend on mobile commerce traffic converting cleanly into purchases, app installs, or attributed affiliate sales.

Who uses Button?

Publicly visible Button users/partners fall into a few groups:

User type	Examples / evidence	Why they use Button
Large retailers and ecommerce brands	Button says its platform supports retailers and brands; its case-study page highlights Sam’s Club and says Button helped increase mobile affiliate revenue. 
Button
	To improve mobile affiliate performance, route shoppers into apps, increase app installs, and reduce lost conversions.
Marketplaces / app-first commerce companies	Button has case studies for Uber and Uber Eats, including affiliate revenue growth and offer testing across publishers. 
Button
+1
	To route users into the right app/web experience and optimize acquisition economics.
Publishers and commerce-content businesses	Button says publishers can use Button without changing retailer or affiliate-network relationships, and its newer CuratedBy product is designed for publisher commerce content. 
Button
+1
	To monetize product links, shopping guides, deal content, reviews, newsletters, and social commerce traffic.
Creator networks and influencer platforms	Button partners with Mavely to optimize affiliate links and improve creator shopping journeys. 
Button
+1
	To make creator links convert better, especially from TikTok, Instagram, apps, and mobile browsers.
Retail media / commerce media players	Button has described retail media work involving companies such as Microsoft Advertising and BuzzFeed. 
Button
	To connect off-site media traffic to shoppable retailer destinations and measure performance.
Affiliate networks / commerce platforms	Button integrates with affiliate and creator ecosystems, including public references to impact.com and Mavely. 
impact.com
+1
	To improve deep linking, attribution, and conversion yield without replacing existing affiliate relationships.
What types of companies need Button?

Button is most useful for companies with high mobile traffic, affiliate/creator traffic, and a meaningful app or mobile checkout experience.

Best-fit companies

1. Retailers with mobile apps
A retailer should consider Button if it gets traffic from affiliates, creators, publishers, deal sites, influencers, or retail media and wants more of that traffic to open the app, reach the right product page, and convert.

2. Brands investing in creator or affiliate marketing
Button is relevant when a brand is paying creators or publishers but losing value because mobile links break, attribution is incomplete, or users land in a poor web/app experience.

3. Publishers monetizing commerce content
Media companies, shopping-content sites, deal sites, app publishers, and newsletter businesses can use Button to increase earnings from product links without necessarily rebuilding their affiliate stack. Button specifically says its publisher product can work with existing retailer and affiliate-network relationships. 
Button

4. Creator platforms and influencer networks
Platforms like Mavely are a natural fit because Button helps optimize creator affiliate links from social platforms into retailer apps or mobile checkout flows. 
Mavely
+1

5. Commerce media / retail media businesses
Companies selling or buying off-site commerce media may use Button when they need better routing, conversion tracking, and monetization from shoppable media traffic.

Who probably does not need Button?

Button is probably overkill for:

Company type	Why
Small ecommerce stores with limited affiliate or creator traffic	Shopify apps, basic affiliate tools, or standard UTM tracking may be enough.
Brands without a mobile app or meaningful mobile conversion volume	Button’s value is strongest where mobile routing and app conversion matter.
Companies that only need email/SMS marketing automation	Button is not primarily a CRM or lifecycle marketing platform.
Companies that only need ecommerce storefront infrastructure	Button is not a Shopify/WooCommerce replacement.
Bottom line

Button is for retailers, publishers, creators, creator platforms, affiliate teams, and commerce media businesses that want to make mobile shopping links convert better. The strongest fit is a company that already has traffic from affiliates, creators, publishers, or retail media and is losing revenue because users are being sent to the wrong mobile destination, not opening the app, or not being attributed correctly.

Sources used:
https://www.usebutton.com/

https://www.usebutton.com/post/uber-eats-case-study-actionable-intelligence-of-button-evolution-product-suite

https://www.usebutton.com/post/how-button-doubled-affiliate-revenue-for-uber

https://www.usebutton.com/category/case-studies

https://www.usebutton.com/post/buttons-commerce-optimization-platform-launches-button-for-publishers

https://www.usebutton.com/post/button-launches-curatedby-to-help-publishers-scale-commerce-for-the-ai-driven-discovery-era

https://www.usebutton.com/post/button-and-mavely-partner-to-scale-revenue-and-simplify-affiliate-monetization-for-creators

https://www.joinmavely.com/blog/new-linkdm-and-button-partnerships-and-myshop-upgrades/

https://impact.com/marketing-intelligence/ai-driven-affiliate-marketing-button-and-impact-com-integration/

https://www.usebutton.com/post/button-introduces-innovative-retail-media-inventory-solution"
Is Button only for large retailers or can smaller businesses use Button?,"Button is not only for large retailers, but its core brand/retailer product appears most relevant for companies with meaningful mobile commerce volume, affiliate or creator traffic, and ideally a mobile app.

For large retailers and major brands, Button is clearly positioned as an enterprise-grade mobile commerce optimization platform. Its site says it helps “the world’s biggest Brands” improve mobile marketing and ad performance using identity, deep linking, and machine learning. 
Button

For smaller businesses, the answer depends on the use case:

Business type	Fit for Button
Small retailer with low traffic	Probably not the best fit unless mobile affiliate or creator traffic is a major channel.
Growing ecommerce brand with an app	Potentially a fit if mobile app conversion, deep linking, and attribution are priorities.
Creator, publisher, or affiliate business	More likely to be accessible through Button’s creator/publisher-oriented tools. PostTap by Button says creators can join for free and optimize links across platforms like Instagram, TikTok, Facebook, and Pinterest. 
PostTap

Marketplace seller or product manufacturer	Potentially relevant through Button’s creator media / retail media offerings, especially if trying to connect performance budgets to creator content. 
Martech360

The practical takeaway: Button’s main platform is built around high-volume commerce optimization, so it is strongest for larger retailers, publishers, creator networks, and brands with serious mobile traffic. Smaller businesses can use Button-related products when they fit the creator, affiliate, or social-commerce model, but a small ecommerce store without significant app, affiliate, or creator-driven traffic may find it more than they need.

Sources used:
https://www.usebutton.com/

https://www.usebutton.com/tap/brands

https://www.posttap.com/

https://martech360.com/news/button-unveils-creator-media-fuels-retail-creator-ads/

https://www.prnewswire.com/news-releases/large-retailer-wins-and-growth-in-the-creator-economy-drive-button-to-surpass-10-billion-in-mobile-commerce-driven-in-2023-302006644.html"
How do brands use Button for affiliate marketing?,"Brands use Button to make affiliate and creator traffic convert better on mobile, especially when shoppers move between social apps, mobile web, and a retailer’s app.

How it works for affiliate marketing

Button sits between the affiliate link click and the brand’s shopping destination. When a shopper taps a creator, publisher, or affiliate link, Button uses deep linking, identity, routing, and AI-based optimization to send that shopper to the highest-converting path, such as the brand’s app, mobile web, or a specific product page. Button describes this as mobile marketing and ad-performance technology for brands, using identity, deep linking, and machine learning. 
Button

For brands, the main use cases are:

Use case	What Button helps with
Mobile deep linking	Sends shoppers from affiliate links directly into the brand’s app or the right mobile destination.
Higher conversion rates	Optimizes each shopping journey instead of treating all affiliate clicks the same.
Better app attribution	Helps brands track app installs, app opens, purchases, and affiliate outcomes more accurately.
Creator and publisher commerce	Improves monetization from creators, publishers, social commerce platforms, and affiliate partners.
Existing network support	Works alongside affiliate networks such as Awin and impact.com rather than necessarily replacing them. 
impact.com
+1

A practical example: a creator posts a product link. A shopper clicks from Instagram or TikTok. Without optimization, the shopper might land on a slow mobile web page, get forced to log in again, or fail to open the app. With Button, the brand can route that shopper into the best destination, preserve tracking, and increase the chance of a purchase.

Button’s value is especially tied to app-first retailers and mobile-heavy affiliate programs. Button says its customers include creators and publishers that earn through social commerce or affiliate, plus large ecommerce companies with mobile apps focused on affiliate and creator marketing. 
PR Newswire

Why brands use it

The core reason is revenue efficiency. A recent Forrester-related press release quoted a retail affiliate marketing manager saying they use Button as a revenue driver for their affiliate program and that affiliate revenue had grown significantly. 
PR Newswire
 Button has also reported large-scale commerce volume through its platform, including $25B in all-time commerce and strong app gross merchandise sales growth in 2025. 
Button

Bottom line

Brands use Button as an affiliate conversion optimization layer, not as a full affiliate network by itself. It helps brands get more value from the affiliate, creator, publisher, and commerce-media traffic they already have by improving mobile routing, app tracking, attribution, and conversion.

Sources used:
https://www.usebutton.com/

https://www.prnewswire.com/news-releases/new-study-reveals-432-return-on-investment-for-retailers-and-partners-using-buttons-patented-ai-powered-mobile-routing-technology-302801284.html

https://www.usebutton.com/post/button-partnership-drives-better-experience-and-higher-conversions-for-creators-and-affiliates

https://www.usebutton.com/post/button-surpasses-25-billion-in-all-time-commerce-on-the-platform-with-2025-proving-to-be-a-breakout-year-powered-by-the-creator-economy-and-continued-growth-of-commerce-media-and-affiliate-marketing

https://impact.com/marketing-intelligence/ai-driven-affiliate-marketing-button-and-impact-com-integration/

https://www.awin.com/us/publishers/case-studies/how-button-and-awin-teamed-up-to-double-conversion-rate-1

https://www.prnewswire.com/news-releases/large-retailer-wins-and-growth-in-the-creator-economy-drive-button-to-surpass-10-billion-in-mobile-commerce-driven-in-2023-302006644.html"
How do creators use Button to make money?,"Creators use Button mainly to earn more from affiliate shopping links.

Here’s the basic flow:

Creator shares product links
A creator posts shopping links in places like TikTok, Instagram, Facebook, Pinterest, YouTube descriptions, newsletters, blogs, or a “link in bio” page.

Button optimizes the link
Button’s technology turns normal affiliate or commerce links into smarter links that route shoppers to the best purchase destination, such as a retailer’s app or mobile site. Button says its creator tools are built to improve conversions, commissions, attribution, and campaign impact. 
Button

Shopper clicks and buys
When a follower taps the link and makes a purchase, the sale can be tracked back to the creator or creator network.

Creator earns commission
The creator makes money through affiliate commissions or campaign revenue when Button helps attribute the transaction properly.

Button helps reduce lost revenue
A key value of Button is fixing mobile-commerce friction: broken journeys, poor deep linking, lost attribution, and users being sent to lower-converting destinations. Button says its platform uses identity, deep linking, machine learning, and AI-powered optimization to improve mobile marketing and commerce performance. 
Button
+1

Creator networks and agencies use it at scale
Button is not only for individual creators. It is positioned heavily for creator networks, agencies, publishers, and affiliate partners that manage many creators and want better monetization across links. 
Button
+1

A simple example: a fashion creator posts a link to a jacket. Button can route the shopper into the retailer’s app, preserve tracking, and increase the chance that the creator gets credited if the follower buys. Button has reported partner performance lifts such as higher revenue per tap, more app installs, more app-to-app sales, and higher mobile affiliate revenue, though those are Button-reported figures and may vary by partner. 
Button

Button also has creator-focused products like PostTap by Button, which says it helps creators turn Amazon traffic, links, and content into “smarter, higher earnings,” with tools for social platforms including Instagram, TikTok, Facebook, and Pinterest. 
PostTap

Bottom line: Creators use Button to make their affiliate links convert better, track sales more reliably, and increase commission revenue from product recommendations.

Sources used:
https://www.usebutton.com/for-creators

https://www.usebutton.com/

https://www.usebutton.com/post/buttons-creator-network-and-publisher-solutions-are-the-easiest-way-to-maximize-revenue-from-your-commerce-strategies

https://www.usebutton.com/post/button-surpasses-25-billion-in-all-time-commerce-on-the-platform-with-2025-proving-to-be-a-breakout-year-powered-by-the-creator-economy-and-continued-growth-of-commerce-media-and-affiliate-marketing

https://www.prnewswire.com/news-releases/buttons-commerce-optimization-platform-launches-button-for-publishers-302119089.html

https://www.posttap.com/"
How do publishers use Button to increase affiliate revenue?,"Publishers use Button to increase affiliate revenue by making their commerce links convert better, especially on mobile and social traffic.

How it works

1. Route each shopper to the best purchase path
Button’s “Conversion Tuning” uses AI, route optimization, and mobile deep linking to decide where a user should land after clicking an affiliate link, such as the retailer’s app, mobile web, or another optimized checkout path. The goal is to reduce broken journeys and send each shopper to the highest-converting destination. 
Button
+1

2. Preserve attribution that might otherwise be lost
A common affiliate revenue problem is that clicks do not always track correctly when users move between apps, browsers, social platforms, and retailer sites. Button says its technology identifies places where attribution may be lost and reroutes traffic to improve reliable tracking. 
Button

3. Improve EPC and revenue per click/tap
For publishers, the practical metric is usually higher earnings per click or per tap. Button says publishers using its commerce optimization have seen 20%+ mobile EPC lift and 100%+ social traffic improvements. 
Button

4. Keep existing affiliate relationships
Publishers do not necessarily need to replace their affiliate networks or renegotiate retailer partnerships. Button says Button for Publishers can work with existing retailer and affiliate network relationships, which makes it more of an optimization layer than a full replacement for affiliate infrastructure. 
Button

5. Monetize social and mobile traffic more effectively
Button is especially useful when a publisher has traffic from Instagram, TikTok, newsletters, mobile web, apps, or link-in-bio flows, because those journeys often involve app switching and mobile checkout friction. Button reports 40% lift from open web traffic and 100% lift from social traffic in its publisher product announcement. 
Button

6. Add scalable commerce content and shopping destinations
Button has also launched tools like CuratedBy, which it says helps creators and publishers build shoppable collections, product spotlights, and discovery pages while tracking revenue, spend, engagement, and attributed clicks across channels. 
Button

Simple example

A publisher writes a “best running shoes” article and includes affiliate links to retailers. Without Button, a mobile reader might click, land in a browser, get sent to the wrong page, fail to open the retailer app, or lose attribution before purchase. With Button, that same click can be dynamically routed to the best destination, improving the chance of conversion and commission capture.

Bottom line

Publishers use Button to turn existing affiliate traffic into more revenue by improving mobile deep linking, conversion paths, attribution reliability, and social commerce performance. It is most valuable for publishers with meaningful mobile or social shopping traffic, not just desktop affiliate clicks.

Sources used:
https://www.usebutton.com/post/buttons-commerce-optimization-platform-launches-button-for-publishers

https://www.usebutton.com/full-service-network

https://www.usebutton.com/post/button-surpasses-25-billion-in-all-time-commerce-on-the-platform-with-2025-proving-to-be-a-breakout-year-powered-by-the-creator-economy-and-continued-growth-of-commerce-media-and-affiliate-marketing

https://www.usebutton.com/post/button-surpasses-1-billion-in-commerce-driven-monthly-as-retailers-and-publishers-leverage-buttons-ai-powered-commerce-optimization-platform"
What industries use Button?,"Button is mainly used by industries where mobile shopping, affiliate traffic, creator links, publisher commerce, and app-to-web conversion matter.

Industries that use Button
Industry	How they use Button
Retail & ecommerce	Retailers use Button to route shoppers from affiliate, creator, and publisher traffic into the highest-converting mobile path, such as app, mobile web, or checkout flow. 
Button
+1

Affiliate marketing	Affiliate teams use Button to improve tracking, attribution, and conversion from commerce links, especially on mobile. 
PR Newswire
+1

Creator economy / influencer marketing	Creators and influencer platforms use Button-powered links to monetize product recommendations and send followers to retailers more effectively. 
Button
+1

Digital publishing & media	Publishers use Button to monetize commerce content and optimize outbound retailer traffic without necessarily changing existing affiliate relationships. 
Martech360
+1

Mobile apps & mobile commerce	Companies with mobile apps use Button for deep linking, routing, and post-click optimization to improve app installs, app opens, and purchases. 
Button
+1

Retail media / commerce media	Brands, retailers, and publishers use Button in commerce media programs where offsite traffic, affiliate traffic, and monetized shopping journeys overlap. 
Button
+1

Large consumer brands / marketplaces	Button is positioned for large ecommerce companies and global retailers that care about mobile acquisition, conversion, and measurable revenue from partner traffic. 
Button
+1
Simple summary

Button is most relevant to retail, ecommerce, affiliate marketing, creator commerce, digital publishing, mobile apps, and retail media. It is less of a general-purpose ecommerce platform and more of a mobile commerce optimization layer for companies trying to convert traffic from partners, publishers, creators, and affiliate channels.

Sources used:

https://www.usebutton.com/

https://www.usebutton.com/post/button-surpasses-25-billion-in-all-time-commerce-on-the-platform-with-2025-proving-to-be-a-breakout-year-powered-by-the-creator-economy-and-continued-growth-of-commerce-media-and-affiliate-marketing

https://www.usebutton.com/post/button-surpasses-1-billion-in-commerce-driven-monthly-as-retailers-and-publishers-leverage-buttons-ai-powered-commerce-optimization-platform

https://www.prnewswire.com/news-releases/new-study-reveals-432-return-on-investment-for-retailers-and-partners-using-buttons-patented-ai-powered-mobile-routing-technology-302801284.html

https://www.prnewswire.com/news-releases/large-retailer-wins-and-growth-in-the-creator-economy-drive-button-to-surpass-10-billion-in-mobile-commerce-driven-in-2023-302006644.html

https://www.norwest.com/?case_studies=button-win-win-win-mobile-commerce-solution

https://martech360.com/news/buttons-commerce-optimization-platform-launches-button-for-publishers/

https://finance.yahoo.com/news/button-launches-curatedby-help-publishers-130000244.html

https://www.cbinsights.com/company/button

https://villpress.com/buttons-strategic-move-leveraging-retail-media/"

Total run time,10m 11s
