Query,Response
What companies use Button?,"Companies publicly associated with Button include retailers, travel/marketplace apps, publishers, creator/affiliate networks, and affiliate platforms.

Confirmed examples from Button’s own site:

Company	How it appears connected to Button
Sam’s Club	Button case study says Sam’s Club used Button for Retailers and increased total mobile affiliate revenue. 
Button

Groupon	Button case study says Groupon used Button and saw high app conversion rates. 
Button

Uber	Button case study listed as “How Button Doubled Affiliate Revenue for Uber.” 
Button

Hotels.com	Button case study listed as “Hotels.com supercharged their marketing program with Button PostTap.” 
Button

Deliveroo	Button case study says Deliveroo grew app acquisition with Button’s PostTap. 
Button

BuzzFeed	Button case study says BuzzFeed partnered with Button and generated an 89% increase in sales. 
Button

Rawlings	Button case study says Rawlings chose Button’s PostTap SMS platform. 
Button

Wowcher	Button case study says Wowcher’s affiliate program used Button to increase ROAS. 
Button

Awin	Button case studies describe Awin and Button improving in-app conversion rates. 
Button

impact.com	Button and impact.com have a published integration/case study around mobile commerce optimization. 
Button

CJ	Button case study says Button and CJ increased influencer conversion rates. 
Button

Linktree	Button announced an integration with Linktree for AI-powered dynamic links used by creators. 
Button

Button also says companies like Uber, Sam’s Club, Under Armour, Nike, and Groupon were early adopters of Button Evolution. 
Button

A third-party company profile additionally lists partners such as Hotels.com, Walmart/Jet, eBay, BuzzFeed/Tasty, Groupon, Uber, Foursquare, and Booking.com, but I’d treat that as less authoritative than Button’s own case studies and announcements. 
CompWorth

Sources used:
https://www.usebutton.com/

https://www.usebutton.com/category/case-studies

https://www.usebutton.com/full-service-network

https://www.usebutton.com/post/button-surpasses-25-billion-in-all-time-commerce-on-the-platform-with-2025-proving-to-be-a-breakout-year-powered-by-the-creator-economy-and-continued-growth-of-commerce-media-and-affiliate-marketing

https://www.usebutton.com/post/rawlings-hits-a-homerun-with-posttap-sms

https://www.usebutton.com/post/case-study-how-groupon-button-won-the-most-innovative-performance-marketing-award

https://www.usebutton.com/post/case-study-how-buzzfeed-scaled-mobile-revenue-through-a-content-and-commerce-strategy

https://www.usebutton.com/post/impact-com-leveraging-buttons-mobile-commerce-optimization-platform-sees-apps-drive-200-the-revenue-of-web-journeys

https://www.usebutton.com/post/evolving-the-affiliate-industry-nows-the-time

https://compworth.com/company/button"
What are the main features of Button?,"Button’s main features are centered on mobile commerce optimization for affiliate, publisher, retailer, and creator traffic.

Main features

AI-powered commerce routing
Button identifies the best purchase path for each user tap using AI, reinforcement learning, route optimization, and mobile deep-linking. The goal is to reduce broken journeys and improve conversion from affiliate or creator traffic. 
PR Newswire

Mobile deep linking and app-first journeys
Button routes users into optimized mobile shopping experiences, including app-first paths when relevant, so users move from browsing to buying with less friction. 
Button

Affiliate program launch and optimization
Its Full Service Network helps retailers and publishers launch, manage, and optimize affiliate programs, including partner access, campaign support, and technical guidance. 
Button

Creator link optimization
For creator networks and agencies, Button turns standard affiliate links into smarter links with improved routing, better tracking, and more attributable revenue. 
Button

End-to-end attribution
Button emphasizes tracking from tap to purchase, helping reduce lost attribution across social platforms, browsers, apps, and retailer experiences. 
Button

SKU-level and campaign-level insights
Button provides product-level purchase data and campaign-level measurement, which can help brands, publishers, and creator networks understand ROI and unlock retail media opportunities. 
Button

Personalized offers and audience targeting
Button’s personalization products include Dynamic Offers and audience-based targeting, helping publishers show different offers or discounts to different users based on likelihood to convert. 
Button

Low-code implementation and integration support
Button says its publisher solution can be implemented with a low-code approach and can work with existing retailer and affiliate network relationships rather than requiring publishers to migrate partnerships. 
PR Newswire

Overall, Button is best understood as a commerce optimization layer: it helps affiliate links, creator links, publisher traffic, and retailer campaigns convert better by improving routing, attribution, personalization, and measurement.

Sources used:
https://www.usebutton.com/

https://www.usebutton.com/full-service-network

https://www.usebutton.com/for-creators

https://www.prnewswire.com/news-releases/buttons-commerce-optimization-platform-launches-button-for-publishers-302119089.html

https://www.usebutton.com/post/driving-publisher-revenue-through-personalization"
Does Button help with mobile app conversions?,Thinking
Does Button improve affiliate link tracking?,"Yes — Button can improve affiliate link tracking, especially for mobile app traffic.

The main issue Button addresses is that affiliate links often break or lose attribution when a shopper moves from mobile web into an app, installs an app, or completes a purchase in-app. Button’s products are built around deep linking, mobile routing, identity, and attribution, which can help preserve tracking across those journeys. Button says its Dynamic Decisioning product “repairs broken tracking & attribution” for creator and affiliate-sourced traffic, while its creator-focused page says affiliate links often fail to track downstream purchases or app install paths. 
Button
 
Button

The strongest fit is for retailers, brands, affiliate networks, and mobile-first commerce programs. Button’s PostTap is described by Acceleration Partners as integrating with major affiliate networks as a mobile app tracking solution, and Awin says its Button integration lets advertisers track affiliate app traffic through Awin after Button’s SDK is integrated. 
Acceleration Partners
 
awinpartnerdirectory.builtfirst.com

It also appears to help with mobile attribution handoff. Button says it sends click data server-to-server to mobile measurement partners, including attributes like browser type, operating system, campaign, and publisher name, so affiliate traffic can be stitched into downstream app installs or purchases. 
Button

For individual affiliates or content publishers, Button may not replace basic link trackers like GA4, WordPress plugins, or affiliate-link management tools. General affiliate link tracking still requires monitoring clicks, conversions, revenue, and traffic sources, and many simpler tools can handle that for web-only use cases. 
wecantrack

Bottom line: Button improves affiliate link tracking when the biggest tracking gap is mobile app attribution, deep linking, app installs, or in-app purchases. It is less likely to be necessary if you only need basic outbound link click tracking on a website.

Sources used:
https://www.usebutton.com/dynamic-decisioning

https://www.usebutton.com/for-creators

https://www.usebutton.com/post/how-button-works-with-mobile-measurement-partners

https://www.accelerationpartners.com/resources/partner-qa-button/

https://awinpartnerdirectory.builtfirst.com/button-button-app-attribution-provider

https://wecantrack.com/insights/a-guide-to-affiliate-link-tracking/"
How does Button handle deep linking?,"Button handles deep linking by routing a mobile click to the destination most likely to convert, rather than treating every link as a static URL.

How it works:

Smart routing at click time
Button evaluates the tap and routes the user to the best destination. Button says its platform identifies and routes users to the “highest-converting destination,” with an emphasis on sending users into apps when that is expected to perform better. 
Button

App-first behavior when the app is installed
For PostTap links, Button says the link can open the correct page inside the app when the app is already installed. For example, with Amazon traffic, PostTap connects the click to the installed Amazon app and determines the best destination for the consumer. 
PostTap

Web fallback when the app is not installed
If the relevant app is not installed, Button says the click redirects to the destination on the web instead of failing. 
PostTap

Deferred deep linking for app installs
Button’s Android SDK documentation includes deferred deep-link handling. The app calls checkForDeepLink on first launch after installation; if Button finds a pending deferred deep link, it invokes onDeepLink(Intent) with a VIEW intent. The app can then start that intent and read the pending deep link data in the target Activity. 
Building Button

No-code options for creators/publishers
PostTap is described as cloud-based and does not require technical development to start; creators can create shortlinks that apply Button’s deep-linking and routing logic. 
PostTap

Bottom line: Button’s deep linking is designed to turn affiliate or commerce links into optimized mobile journeys: open the product/page in-app when possible, fall back to web when needed, and support deferred deep linking after app install for SDK-based integrations.

Sources used:
https://www.usebutton.com/

https://www.posttap.com/

https://developer.usebutton.com

https://building.usebutton.com/button-android/history/5.27.0/reference/com/usebutton/sdk/Button.DeepLinkListener.html

https://building.usebutton.com/button-android/latest/reference/packages.html"
Can Button help creators optimize TikTok or Instagram shopping links?,"Yes. Button can help creators optimize TikTok and Instagram shopping links, but mostly through link optimization and affiliate attribution—not by managing TikTok Shop or Instagram Shop content directly.

Button’s creator offering is built around improving affiliate/social commerce links so shoppers are routed to the best purchase destination, such as a retailer app or checkout flow, while preserving attribution and improving conversion. Button says its creator tools optimize affiliate links, reduce broken journeys, and turn creator traffic into attributable revenue. 
Button

The strongest fit for TikTok and Instagram is link-in-bio / social link traffic. Button announced an integration with Linktree to bring AI-powered dynamic links to creators’ link-in-bio experiences, with the goal of sending users to better shopping destinations and improving conversion. 
Button
 Linktree itself positions its product as a link-in-bio tool for Instagram, TikTok, YouTube, and other social platforms. 
Linktree

Button also says its creator deep-linking product works anywhere creators host Amazon links, including social content and blog links, and is optimized for social media experiences. 
links.usebutton.com
 Its Dynamic Decisioning product is aimed at repairing broken tracking and attribution for retailer traffic coming from creators and affiliates. 
Button

Where Button helps most

Routing followers from TikTok/Instagram links to the highest-converting destination.

Improving mobile deep linking into retailer apps or checkout flows.

Preserving affiliate attribution and commissions.

Supporting link-in-bio commerce through Linktree-style flows.

Helping creator networks, agencies, retailers, and affiliate programs optimize creator-driven traffic.

Where it may not help
Button does not appear to be a native TikTok Shop or Instagram Shop management platform. So it likely will not replace tools for managing product catalogs, tagging products in Reels, running TikTok Shop affiliate campaigns, or handling creator storefront operations inside those platforms.

Bottom line: Button is useful if creators, agencies, or brands want better-performing shopping links from TikTok or Instagram—especially link-in-bio and affiliate links. It is less of a full social commerce operating system and more of a mobile commerce/deep-linking/attribution optimization layer.

Sources used:
https://www.usebutton.com/for-creators

https://www.usebutton.com/post/button-integrates-into-linktree-to-support-social-commerce-for-creators

https://linktr.ee/

https://links.usebutton.com/

https://www.usebutton.com/dynamic-decisioning"
Does Button work with existing affiliate networks?,"Yes. Button appears designed to work alongside existing affiliate networks rather than requiring merchants or publishers to replace them.

Button’s own materials say it supports “affiliate network integrations” and has opened access for merchants to join the Button Marketplace through those integrations. 
Button
 It also says Button for Publishers can be used with existing retailer and affiliate-network relationships, with “no need to change partnership structure or migrate relationships.” 
Button

There are also public examples of Button working with major affiliate ecosystem players:

Network / Partner	What the source says
Awin	Awin and Button partnered to improve mobile affiliate conversion, reporting higher in-app conversion and revenue per tap. 
Awin

CJ Affiliate	Button announced a partnership with CJ Affiliate to optimize mobile traffic for CJ’s partners. 
Button

impact.com	impact.com describes an integration/partnership with Button for AI-driven affiliate and creator marketing optimization. 
impact.com

Major networks generally	Acceleration Partners’ Q&A says Button’s PostTap “integrates with every major affiliate network” as a mobile app tracking solution. 
Acceleration Partners

Bottom line: Button is not just a standalone affiliate network. It can act as a mobile commerce optimization layer on top of existing affiliate links, retailers, publishers, and affiliate-network relationships. For a specific setup, the key question is whether your current network, tracking flow, and retailer program are supported by Button’s implementation.

Sources used:
https://www.usebutton.com/post/opening-up-affiliate-network-access-to-the-3rd-largest-shopping-app-in-the-us

https://www.usebutton.com/post/buttons-commerce-optimization-platform-launches-button-for-publishers

https://www.awin.com/us/affiliate-marketing/button-double-conversion

https://www.usebutton.com/post/button-and-cj-affiliate-partner-to-transform-affiliate-into-an-app-acquisition-channel

https://impact.com/marketing-intelligence/ai-driven-affiliate-marketing-button-and-impact-com-integration/

https://www.accelerationpartners.com/resources/partner-qa-button/"
What is Button and should my company use Button?,"What Button is

Button is a mobile commerce optimization platform for brands, retailers, publishers, creators, and affiliate programs. Its core pitch is: when someone taps a shopping or affiliate link on mobile, Button helps route that person to the path most likely to convert, often into the retailer’s app, while preserving attribution/tracking. Button describes its technology as using identity, deep linking, and machine learning to improve mobile marketing and ad performance. 
Button

In practical terms, Button focuses on a few related problems:

Mobile deep linking
Sending shoppers from an ad, creator link, publisher article, or affiliate link directly into the right app screen or product page instead of a generic mobile web page.

Affiliate and creator traffic optimization
Button says its products help retailers and publishers turn affiliate or creator traffic into higher-converting mobile journeys. Its Full Service Network is positioned as a one-stop shop for launching and optimizing affiliate programs. 
Button

Post-click routing / “post-tap” optimization
Button’s Dynamic Decisioning product uses AI to decide whether each tap should go to app, mobile web, or another path based on the likely conversion outcome. Button claims this can unlock 3–5x higher app revenue for retailers, though that is Button’s own marketing claim. 
Button

Affiliate network integrations
Button’s PostTap product has been described by Acceleration Partners as integrating with every major affiliate network as a mobile app tracking solution. 
Acceleration Partners
 Button has also announced Reach, a product that offers deep linking and app-tracking technology to affiliate network traffic, with Awin named as the first network integration. 
Button

Should your company use Button?

You should evaluate Button if your company has meaningful mobile commerce traffic, an app, and affiliate/creator/publisher traffic where mobile conversion or attribution is underperforming.

Button is likely most relevant if your company is:

Company type	Button fit
Ecommerce retailer with a mobile app	Strong fit if app users convert better than mobile web users
Brand running affiliate or creator campaigns	Strong fit if mobile links often break, lose tracking, or send users to suboptimal destinations
Publisher or creator monetizing shopping links	Potential fit if you want better mobile affiliate conversion and app deep linking
Marketplace or retail media business	Potential fit if mobile journey optimization is a revenue lever
B2B SaaS, services, or non-commerce company	Usually weak fit
The strongest reasons to consider it

Use Button if app conversion is strategically important. Button’s main advantage is not generic affiliate management; it is optimizing what happens after a mobile tap. If your app customers convert better, spend more, or retain better than web customers, better app routing could be valuable.

Use Button if affiliate tracking breaks on mobile. Mobile journeys often cross browsers, apps, and operating system restrictions. Button’s positioning is specifically around fixing broken mobile shopping journeys and preserving attribution. 
Acceleration Partners

Use Button if creator/social commerce is growing for you. Button has leaned into creator, publisher, and affiliate-driven commerce, and reported surpassing $25 billion in all-time commerce on its platform, with claimed partner improvements including higher app installs, revenue per tap, and mobile affiliate revenue. These are company-reported metrics, so they should be validated in your own pilot. 
Button

Reasons not to use it

Button may not be worth it if:

Situation	Why
You do not have a mobile app	Much of Button’s differentiation is app deep linking and app conversion optimization
Mobile commerce is a small channel	The upside may not justify integration work or platform cost
You only need a standard affiliate network	Platforms like Impact, CJ, Awin, ShareASale, or Partnerize may already cover your needs
Your biggest problem is creator discovery, not conversion	A creator marketplace or influencer platform may be a better fit
You cannot measure incrementality	Button’s value depends on proving lift versus your current routing/tracking setup
Recommendation

For a product or growth team, I would treat Button as a performance optimization layer, not as your core affiliate strategy.

A good decision rule:

Evaluate Button if:

Mobile is a major share of your affiliate, creator, paid, or publisher traffic.

You have an app and app shoppers monetize better than mobile web shoppers.

You see leakage from broken deep links, lost attribution, or poor mobile checkout paths.

You can run an A/B test or holdout to measure incremental revenue.

Deprioritize Button if:

You are still building the basics of affiliate marketing.

You do not have a meaningful app strategy.

Your traffic is mostly desktop web.

You need creator recruitment, campaign management, or affiliate network access more than post-click optimization.

My practical take: Button is worth exploring for mobile-first ecommerce companies with apps and affiliate/creator traffic. It is probably overkill for companies that simply want to launch a basic affiliate program or monetize links without a strong mobile app conversion problem.

Sources used:

https://www.usebutton.com/

https://www.accelerationpartners.com/resources/partner-qa-button/

https://www.usebutton.com/full-service-network

https://www.usebutton.com/post/button-launches-reach

https://www.usebutton.com/dynamic-decisioning

https://www.usebutton.com/post/button-surpasses-25-billion-in-all-time-commerce-on-the-platform-with-2025-proving-to-be-a-breakout-year-powered-by-the-creator-economy-and-continued-growth-of-commerce-media-and-affiliate-marketing"
How does Button compare to other ecommerce optimization tools?,"Button is best understood as a mobile commerce optimization and affiliate/partner conversion tool, rather than a general ecommerce platform or conversion-rate optimization (CRO) suite. It focuses on what happens after a user clicks a commerce link: routing that user to the best destination (app vs. web, retailer page, marketplace, etc.), improving attribution, and increasing conversion from partner traffic. 
Airframe
+1

How it compares depends on what category of ecommerce tool you mean:

Tool category	Examples	How Button compares
Affiliate & partnership platforms	impact.com, Everflow, PartnerStack, Awin	Button is narrower and more focused on mobile commerce journeys and post-click optimization. Platforms like impact.com are broader for recruiting partners, managing commissions, contracts, and campaigns. 
G2

Ecommerce platforms	Shopify, BigCommerce, WooCommerce	Button does not replace these. Shopify/BigCommerce run the storefront, catalog, checkout, inventory, etc.; Button optimizes traffic flowing into those experiences. 
TechRadar
+1

Mobile attribution tools	AppsFlyer, Adjust, Branch	Button overlaps in deep linking and attribution, but its emphasis is commerce conversion and monetization rather than broad app measurement. 
Airframe

CRO/personalization tools	Optimizely, Dynamic Yield, VWO	Those optimize onsite experiences (A/B tests, personalization, UX). Button optimizes the journey before and into the conversion destination.
Creator commerce/link tools	Linktree, Beacons, LTK, PostTap	Button’s creator-oriented products focus more on commerce deep linking and routing, especially for affiliate shopping flows. 
Intercom
+1
Where Button is stronger

Mobile-first commerce: If a large share of revenue comes from mobile users, apps, publishers, affiliates, or creators, Button’s routing approach is more specialized than general affiliate tools. 
Button

Deep linking: It can help send users into installed apps instead of losing them on mobile web flows. 
Airframe

Partner traffic monetization: Useful when you have lots of external traffic sources and want better conversion tracking. 
Button

Where competitors may be better

Running an entire affiliate program: impact.com or Everflow are usually stronger for partner recruitment, payouts, fraud controls, and ecosystem management. 
G2

Improving your website checkout: CRO tools or ecommerce platforms provide more direct control over product pages, checkout, merchandising, and experimentation.

Small businesses: Button is generally more enterprise-oriented; simpler tools may be easier if you only need basic links or affiliate tracking. 
Airframe

Button is a good fit if:

✅ You are a retailer/marketplace with significant mobile traffic
✅ You have an app and want more users converted into app purchases
✅ You work with affiliates, publishers, or creators
✅ You lose conversions because users land in the wrong mobile experience

It may not be the right first tool if:

❌ You need a storefront platform
❌ You need email/SMS marketing automation
❌ You are just starting affiliate marketing and need partner management basics

A common stack would look like:

Shopify / custom commerce platform → runs store
impact.com / Everflow → manages partners
Button → improves mobile link journeys and conversion
AppsFlyer / Adjust → broader app attribution

Sources used:
https://www.g2.com/products/button/competitors/alternatives

https://www.airframe.ai/product/usebutton-com/analysis

https://www.usebutton.com/

https://intercom.help/button/en/articles/7985325-what-is-posttap-for-creators-by-button

https://www.posttap.com/

https://www.techradar.com/news/the-best-ecommerce-platform"
What are the pros and cons of using Button?,"Button can be valuable for companies that rely heavily on mobile commerce, affiliate marketing, creator traffic, or app conversions, but it is not a universal ecommerce solution. Its main value is improving the path between a click and a purchase through deep linking, attribution, and mobile journey optimization. 
Button
+1

Pros of using Button
1. Better mobile conversion rates

Button can route shoppers to the best destination (for example, a retailer’s app instead of a mobile website) and reduce friction in the buying journey.

This can help recover sales lost from broken links, poor in-app browser experiences, or users dropping before checkout. 
impact.com
+1

2. Stronger affiliate and creator attribution

Button is designed to preserve tracking when traffic comes from affiliates, creators, social platforms, and publishers.

This can help ensure partners receive credit for conversions they influence, especially when users move between social apps, browsers, and retailer apps. 
Martech Record

3. Works alongside existing affiliate ecosystems

Companies generally do not need to replace their affiliate networks; Button positions itself as an optimization layer on top of existing relationships and tracking infrastructure. 
PR Newswire

4. Helps brands get more value from apps

For brands with a strong mobile app, Button can increase the percentage of shoppers who end up in the app, where conversion and retention are often stronger.

It is especially relevant for retailers, marketplaces, travel companies, and delivery businesses. 
impact.com
+1

5. Useful analytics and optimization capabilities

Button uses automated decisioning and routing technology to test and optimize customer journeys rather than treating every link the same way. 
Button
+1

Cons of using Button
1. May be unnecessary for smaller businesses

If a company has limited mobile traffic, few affiliates, and no meaningful app strategy, the added platform complexity may not justify the cost.

2. Requires technical implementation

Button is not simply a plug-in marketing tool; getting value from it typically requires coordination among engineering, marketing, analytics, affiliate teams, and app teams.

3. Adds another layer to the marketing stack

Teams must manage another vendor alongside affiliate networks, attribution tools, mobile measurement platforms, analytics systems, and ecommerce platforms.

This can create questions around data ownership, reporting consistency, and troubleshooting.

4. Benefits depend on traffic quality and volume

The biggest gains are likely when a business already has:

substantial mobile traffic

affiliate or creator channels

an app customers use

meaningful conversion friction to solve

Companies without these characteristics may see limited upside.

5. Enterprise-oriented pricing and sales process

Button is primarily positioned toward larger brands and publishers rather than small ecommerce stores, so smaller teams may find it less accessible compared with simpler link-management or affiliate tools. 
Norwest

Button is likely a good fit if you:

✅ Have a popular mobile app
✅ Spend heavily on affiliate or creator marketing
✅ Get significant traffic from TikTok, Instagram, YouTube, or publishers
✅ Lose attribution when users move from social → web → app
✅ Have enough transaction volume to measure incremental lift

Button may not be a good fit if you:

❌ Mostly sell through desktop web
❌ Have low affiliate/creator traffic
❌ Do not have an app
❌ Need a basic affiliate tracking tool rather than conversion optimization

Bottom line: Button is best viewed as a mobile commerce optimization and attribution layer, not a replacement for an ecommerce platform or affiliate network. For brands with meaningful mobile and creator-driven sales, it can address real conversion leakage; for smaller or web-first businesses, it may add complexity without enough return. 
Button
+1

Sources used:
https://www.usebutton.com/

https://www.tmcnet.com/usubmit/2026/06/16/10400432.htm

https://www.usebutton.com/post/button-surpasses-25-billion-in-all-time-commerce-on-the-platform-with-2025-proving-to-be-a-breakout-year-powered-by-the-creator-economy-and-continued-growth-of-commerce-media-and-affiliate-marketing

https://www.norwest.com/?case_studies=button-win-win-win-mobile-commerce-solution

https://impact.com/marketing-intelligence/ai-driven-affiliate-marketing-button-and-impact-com-integration/

https://martechrecord.com/interviews/leadership-series/qa-how-button-is-powering-creator-commerce-in-a-fractured-ecosystem/"

Total run time,14m 41s
