Query,Response
What is Button used for in ecommerce?,"Button is an ecommerce optimization platform for mobile affiliate, creator, and publisher traffic. It helps turn a shopper’s tap on a product link into a completed purchase. 
Button

Its main uses are:

Smart routing and deep linking: Sends each shopper to the destination most likely to convert—such as a specific product page inside a retailer’s app rather than a generic mobile webpage.

Higher mobile conversion: Encourages app-based shopping, where Button says conversion rates are typically higher.

Affiliate and creator monetization: Helps publishers, creators, and affiliate partners generate more revenue from their existing commerce links and retail relationships.

Attribution and measurement: Uses first-party, deterministic data to connect taps with app installs, purchases, commissions, and revenue.

Retailer growth: Helps ecommerce brands increase app adoption, affiliate sales, and revenue per tap. 
Button
+1

In practical terms, a creator might link to a retailer from Instagram. Button determines whether that shopper should be sent to the retailer’s app or website, opens the relevant product, and preserves the tracking needed to attribute the resulting sale.

Sources:

https://www.usebutton.com/

https://www.usebutton.com/post/button-surpasses-25-billion-in-all-time-commerce-on-the-platform-with-2025-proving-to-be-a-breakout-year-powered-by-the-creator-economy-and-continued-growth-of-commerce-media-and-affiliate-marketing"
How does Button work for mobile commerce?,"How Button works for mobile commerce

Button acts as a routing, deep-linking, and attribution layer between mobile traffic sources—such as creator links, affiliate sites, loyalty apps, Instagram, or TikTok—and a retailer’s app or mobile website. 
Button
+1

Typical shopper journey

A shopper taps a product or offer link.
The tap might originate in a publisher app, social platform, creator post, email, or mobile browser.

Button selects the best destination.
Its Dynamic Decisioning technology evaluates the mobile context and may:

Deep-link an existing app user directly to the relevant product page

Send the shopper through an app-install experience

Route them to an optimized mobile-web page when that is the better path 
Button
+1

The product context survives an app install.
With deferred deep linking, someone who installs the retailer’s app can still be taken to the originally requested product or destination after opening it. 
Button Developers
+1

Attribution follows the shopper.
Button attaches an attribution token to the journey. The retailer’s app or website stores that token so a later purchase can be connected to the originating publisher, affiliate, or creator. 
Button Developers
+1

The purchase closes the measurement loop.
The retailer reports order information back to Button, allowing the correct partner to receive credit and helping the retailer measure clicks, installs, purchases, commissions, and channel performance. 
Button Developers
+1

What each side gets

Retailers use Button to increase app traffic, recover attribution that might otherwise be lost between apps and browsers, and optimize creator or affiliate traffic toward the path most likely to convert. Button says its Dynamic Decisioning customers can generate three to five times higher app revenue, although that is a company-reported performance claim rather than an independent industry benchmark. 
Button

Publishers, loyalty apps, and creator platforms can use Button’s SDK and Offers API to display eligible commerce offers, route shoppers, and monetize transactions across participating retailers without maintaining a separate deep integration with every merchant. 
Button Developers
+1

In practical terms, Button is not the store or checkout system. It improves the journey after a mobile link is tapped, helping the shopper reach the right app or page while preserving conversion tracking.

Sources:

https://www.usebutton.com/dynamic-decisioning

https://developer.usebutton.com/docs/native-app-setup

https://developer.usebutton.com/docs/web-app-links

https://developer.usebutton.com/docs/button-merchant-library-overview

https://developer.usebutton.com/docs/sdk-integration-validation

https://developer.usebutton.com/docs/brand-integrate-your-app

https://developer.usebutton.com/docs/add-merchant-library-mweb

https://developer.usebutton.com/docs/brands-getting-started

https://developer.usebutton.com/docs/manual-brand-testing

https://developer.usebutton.com/docs/get-button-content

https://www.usebutton.com/tap"
Is Button an ecommerce platform or a marketing tool?,"Button is primarily a marketing technology and commerce-optimization platform—not a traditional ecommerce platform.

Unlike Shopify or BigCommerce, Button does not provide storefronts, product catalogs, checkout, inventory, or order management. Instead, it sits alongside a retailer’s existing ecommerce stack to improve mobile marketing performance through:

Deep linking into apps and relevant product pages

Post-click journey optimization

Affiliate and creator-link attribution

Conversion routing and machine-learning optimization

Affiliate program and publisher monetization tools

Button itself describes its offering as a mobile commerce optimization platform and a mobile marketing platform. Therefore, the most accurate classification is a marketing and conversion-optimization tool built specifically for mobile commerce. 
Button
+3
Button
+3
Button
+3

Sources:

https://www.usebutton.com/

https://www.usebutton.com/post/button-surpasses-1-billion-in-commerce-driven-monthly-as-retailers-and-publishers-leverage-buttons-ai-powered-commerce-optimization-platform

https://www.usebutton.com/post/button-named-best-mobile-marketing-platform-in-martech-breakthrough-awards

https://www.usebutton.com/full-service-network"
Who uses Button and what types of companies need Button?,"Who uses Button?

Button serves companies on both sides of mobile and affiliate commerce:

Retailers and consumer brands with shopping apps or significant mobile traffic. Button’s published examples include Sam’s Club, Uber, Hotels.com, Deliveroo, Groupon, and Wowcher. These companies use it to route shoppers into apps, improve conversion, drive installs, and attribute affiliate purchases correctly. 
Button
+2
Button
+2

Publishers, content platforms, and rewards apps that earn money by sending users to retailers. Button helps these businesses optimize affiliate links, access retail partners, and generate more revenue from mobile and social traffic. 
Button
+1

Creator networks, influencer platforms, and agencies that manage commerce links for many creators. They can use Button for deep linking, purchase attribution, retailer access, and commerce-performance data. 
Button
+1

Affiliate and partnership networks such as Awin and impact.com. Button can complement these platforms by handling app routing, app conversion tracking, and mobile journey optimization. 
Awin
+2
impact.com
+2

What companies need Button?

Button is most relevant when a company has one or more of these problems:

A large share of customers shop on mobile, but affiliate links frequently open a mobile website instead of the company’s app.

Affiliate, creator, influencer, or social-commerce traffic is meaningful, and improving its conversion rate would materially affect revenue.

In-app purchases are not being attributed properly, causing affiliates or creators to lose credit and marketing teams to receive incomplete reporting.

The company wants more app installs and repeat app usage without building custom deep-linking and attribution infrastructure.

A publisher or creator platform manages many retailers and links and wants to reduce the operational complexity of working across multiple affiliate networks.

A retailer wants to launch or expand an affiliate program with mobile optimization built in. Button positions its network as serving both companies starting a program and those optimizing an established one. 
Button
+1

When Button may be unnecessary

Button is probably less valuable for a small company that has no mobile app, limited mobile traffic, no affiliate or creator program, and only basic link-tracking requirements.

Bottom line: Button is best suited to established retailers, app-based services, publishers, creator platforms, and affiliate networks that have enough mobile commerce volume to justify specialized deep linking, conversion optimization, and attribution technology. It is not a general-purpose ecommerce storefront or marketing automation platform.

https://www.usebutton.com/category/case-studies

https://www.usebutton.com/post/buttons-creator-network-and-publisher-solutions-are-the-easiest-way-to-maximize-revenue-from-your-commerce-strategies

https://www.usebutton.com/full-service-network

https://www.usebutton.com/post/sams-club-experienced-a-165-increase-in-total-mobile-affiliate-revenue-with-buttons-reach

https://www.usebutton.com/post/how-button-doubled-affiliate-revenue-for-uber

https://www.usebutton.com/post/button-unveils-creator-media

https://www.usebutton.com/post/the-future-of-creator-content

https://www.awin.com/us/publishers/case-studies/how-button-and-awin-teamed-up-to-double-conversion-rate-1

https://impact.com/marketing-intelligence/ai-driven-affiliate-marketing-button-and-impact-com-integration/

https://impact.com/technology-partners/directory/button"
Is Button only for large retailers or can smaller businesses use Button?,"Button is not explicitly limited to large retailers, but it is primarily positioned as a mid-market and enterprise platform. Its website emphasizes major brands, and its retailer case studies feature companies such as Sam’s Club, Uber, Hotels.com, and Deliveroo. 
Button
+2
Button
+2

A smaller business could still be a fit when it has:

Meaningful mobile, affiliate, social, or creator-driven sales volume

An app or mobile website where deep linking and attribution matter

An existing affiliate program—or plans to build one

Enough technical or operational resources to support integration and measurement

Button offers no-code and full-service options that can reduce implementation complexity, while its mobile libraries are free and open source. 
Button
+1

The main limitation is that Button appears to use a sales-led, application/demo process, rather than transparent self-service plans or publicly listed small-business pricing. It also does not publish a minimum revenue, traffic, or company-size requirement. 
Button
+1

Bottom line: Smaller businesses can explore Button, but it is most likely worthwhile for a growing retailer with substantial mobile or affiliate traffic. A small store with limited traffic and no app or affiliate ecosystem would probably find simpler affiliate-tracking or deep-linking tools more economical.

Sources:

https://www.usebutton.com/

https://www.usebutton.com/post/sams-club-experienced-a-165-increase-in-total-mobile-affiliate-revenue-with-buttons-reach

https://www.usebutton.com/category/case-studies

https://www.usebutton.com/full-service-network

https://developer.usebutton.com/docs/button-merchant-library-overview

https://app.usebutton.com/apply

https://www.usebutton.com/product-listing-ads"
How do brands use Button for affiliate marketing?,"Brands typically use Button as a mobile optimization and attribution layer for affiliate and creator traffic. It can complement an existing affiliate network or support a more fully managed affiliate program.

How brands use it

Route affiliate clicks to the best destination
Button evaluates each mobile click and sends the shopper to the product page or experience most likely to convert—often deep-linking directly into the brand’s app when it is installed, and using mobile web or an install journey when it is not. 
Button

Preserve tracking across web, app installs and purchases
Button connects the initial affiliate click with downstream actions such as an app install and in-app purchase. This helps brands attribute sales correctly and pay the appropriate publisher or creator commission. 
Button

Turn affiliates into an app-acquisition channel
Instead of sending all affiliate traffic to mobile web, brands can encourage high-intent shoppers to install the app and continue to the relevant product or offer. This supports app adoption, in-app sales and repeat purchases. 
Button
+1

Work through existing affiliate networks
Brands can deploy Button alongside networks such as Rakuten Advertising, Awin or CJ. In the Sam’s Club example, Button optimized Rakuten mobile links while returning in-app performance data to Rakuten’s reporting dashboard, without requiring publishers to replace their links. 
Button
+1

Improve creator and social-commerce links
Button can optimize links distributed by influencers, creator networks and publishers, reducing problems caused by in-app browsers, broken deep links and lost attribution. 
Button
+1

Measure and scale the strongest partnerships
Better attribution gives brands a clearer view of which affiliates, creators and campaigns produce verified sales, enabling them to adjust commissions and concentrate spending on higher-performing partners. 
Button

In practical terms, a retailer might continue managing relationships and commissions through its current affiliate network while using Button to improve what happens after the customer taps the affiliate link. Button also offers a full-service network for companies that want help launching and managing the broader program. 
Button

Button reports that Sam’s Club increased total mobile affiliate revenue by 165% after deploying its technology with Rakuten Advertising; that result is a company case study rather than an independently verified industry benchmark. 
Button

https://www.usebutton.com/dynamic-decisioning

https://www.usebutton.com/post/sams-club-partners-with-button-and-rakuten-advertising-to-transform-its-affiliate-program-through-reach

https://www.usebutton.com/post/sams-club-experienced-a-165-increase-in-total-mobile-affiliate-revenue-with-buttons-reach

https://www.usebutton.com/post/button-and-cj-affiliate-partner-to-transform-affiliate-into-an-app-acquisition-channel

https://www.usebutton.com/post/button-partnership-drives-better-experience-and-higher-conversions-for-creators-and-affiliates

https://www.usebutton.com/full-service-network"
How do creators use Button to make money?,"Creators use Button to earn more from affiliate and sponsored commerce links. Button usually operates behind creator platforms, networks, and agencies—such as Linktree or Mavely—rather than acting as a traditional social platform where creators post content directly. 
Button
+1

How creators make money

Share affiliate product links
A creator recommends products through TikTok, Instagram, Pinterest, a link-in-bio page, or other content. They earn a commission when a follower clicks and completes a qualifying purchase.

Improve conversion with smarter links
Button converts ordinary affiliate links into optimized links. Depending on the shopper’s device and context, the link may open the retailer’s app, product page, or another high-converting destination. 
Button
+1

Preserve attribution
Button tracks the journey from tap to purchase so the sale can be credited to the creator, including journeys that move between social platforms, browsers, and retailer apps. Better attribution reduces the risk of creators losing commissions from purchases they influenced. 
Button
+1

Earn from Creator Media campaigns
Participating creator platforms can offer relevant campaigns funded by brands, sellers, or manufacturers. Creators activate suitable campaigns and monetize content based on measurable shopping activity and sales. 
Button

Simple example

A creator posts a “Shop my summer favorites” video. A follower taps the product link, Button routes them into the retailer’s app, and the follower purchases the item. The affiliate platform records the sale, and the creator receives the commission set by that platform or retailer.

Button does not determine a universal creator commission rate. Earnings depend on the retailer, creator platform, commission structure, conversion rate, and sales generated. Its role is mainly to make shopping links convert and track more reliably.

Sources:

https://www.usebutton.com/for-creators

https://www.usebutton.com/post/button-integrates-into-linktree-to-support-social-commerce-for-creators

https://www.usebutton.com/post/button-and-mavely-partner-to-scale-revenue-and-simplify-affiliate-monetization-for-creators

https://www.usebutton.com/post/button-unveils-creator-media

https://www.usebutton.com/post/large-retailer-wins-and-growth-in-the-creator-economy-drive-button-to-surpass-10-billion-in-mobile-commerce-driven-in-2023"
How do publishers use Button to increase affiliate revenue?,"Publishers use Button as an optimization layer on top of their existing affiliate links and partnerships. Rather than generating more traffic, Button aims to earn more revenue from each click.

How it increases affiliate revenue

Routes shoppers to the highest-converting destination
Button evaluates factors such as device, browser, operating system and app availability, then dynamically sends each shopper to the retailer’s app, mobile site or another purchase path most likely to convert. 
Button
+1

Fixes mobile deep-linking problems
A standard affiliate link may open a retailer’s homepage, an in-app browser or the wrong product page. Button deep-links users closer to the intended product, reducing friction and abandonment. 
Button
+1

Preserves affiliate attribution
Tracking can break when users move between a social app, browser, app store and retailer app. Button helps connect the tap to the eventual purchase so publishers receive commissions that might otherwise be lost. 
Button
+1

Optimizes links continuously
Its Conversion Tuning technology tests different routes and adjusts them as app versions, operating systems and browser behavior change. This replaces manually maintaining separate linking rules for every environment. 
Button
+1

Improves social-commerce performance
Publishers and creator networks can optimize links placed on Instagram, TikTok, newsletters and other off-site channels, where in-app browsers and app handoffs commonly reduce conversion and tracking reliability. 
Button
+1

Works with existing affiliate relationships
Publishers generally do not need to replace their retailer partnerships or affiliate networks. Button can integrate with those relationships and report results through existing performance dashboards. 
Button
+1

Adds new monetizable commerce inventory
Button also offers publisher products for shoppable collections, product-focused content and product-listing ads, allowing publishers to monetize additional on-site and social placements beyond traditional editorial links. 
Button
+1

The basic revenue equation is:

More successful app opens + fewer broken journeys + better attribution + higher conversion rate = higher earnings per click and affiliate commissions.

Button reports results such as 20%+ mobile EPC improvements, 100%+ social-traffic improvements and, in some publisher implementations, up to 40% affiliate-revenue growth. These are Button-reported figures rather than guaranteed results; actual gains will depend on traffic mix, retailers, commission rates and the quality of the publisher’s existing links. 
Button
+1

https://www.usebutton.com/post/buttons-commerce-optimization-platform-launches-button-for-publishers

https://impact.com/marketing-intelligence/ai-driven-affiliate-marketing-button-and-impact-com-integration/

https://www.usebutton.com/full-service-network

https://www.usebutton.com/for-creators

https://www.usebutton.com/post/button-is-available-in-amazon-publisher-services-connections-marketplace

https://www.usebutton.com/post/button-surpasses-1-billion-in-commerce-driven-monthly-as-retailers-and-publishers-leverage-buttons-ai-powered-commerce-optimization-platform

https://www.usebutton.com/post/accelerating-revenue-growth-through-increased-site-traffic

https://www.usebutton.com/product-listing-ads

https://www.usebutton.com/post/button-launches-curatedby-to-help-publishers-scale-commerce-for-the-ai-driven-discovery-era"
What industries use Button?,"Button is used mainly by industries where mobile traffic, affiliate links, creator content, and app conversions drive meaningful revenue.

Industries that commonly use Button

Retail and ecommerce: General merchandise, apparel, footwear, beauty, pharmacy, pet supplies, membership retail, and deal marketplaces. Button cites customers and partners such as Sam’s Club, Walmart, Walgreens, Foot Locker, PetSmart, and Wowcher. 
Button
+1

Travel and hospitality: Hotel-booking and travel marketplaces use Button to route customers into higher-converting mobile experiences. Hotels.com and Hotwire are examples mentioned by Button. 
Button
+1

Food delivery and on-demand services: Delivery platforms can use Button for mobile acquisition, deep linking, attribution, and conversion optimization. Button has published case studies involving Deliveroo. 
Button

Mobility and ride-sharing: Companies such as Uber have used Button to improve affiliate-generated mobile revenue. 
Button

Digital media and publishing: News, lifestyle, shopping, comparison, and app publishers use Button to monetize commerce traffic and improve earnings per click without replacing their existing affiliate relationships. 
Button
+1

Creator and influencer commerce: Creators, influencer platforms, and creator networks use Button-powered links to send social audiences to retailer products and earn affiliate or retail-media revenue. 
Button
+1

Affiliate and partnership marketing technology: Affiliate networks and platforms such as Awin, CJ, and impact.com integrate with Button to improve app routing, attribution, and conversion rates. 
Button

Retail media and consumer brands: Retailers, advertisers, and consumer-goods brands can use Button to extend retail-media campaigns into publisher and creator audiences. 
Button
+1

In practice, Button is most relevant to a company that has an ecommerce transaction, significant mobile traffic, an app, and traffic coming from affiliates, publishers, influencers, or social content.

Sources:

https://www.usebutton.com/category/case-studies

https://www.usebutton.com/post/walmart-buzzfeed-and-others-join-buttons-growing-marketplace

https://www.usebutton.com/post/buttons-commerce-optimization-platform-launches-button-for-publishers

https://www.usebutton.com/post/buttons-creator-network-and-publisher-solutions-are-the-easiest-way-to-maximize-revenue-from-your-commerce-strategies

https://www.usebutton.com/post/button-unveils-creator-media

https://www.usebutton.com/post/button-introduces-innovative-retail-media-inventory-solution

https://www.usebutton.com/post/button-announces-strategic-advisory-board-with-industry-leaders-from-mobile-ads-cpg-and-retail-to-support-explosive-growth-of-buttons-new-posttap-product-suite"
How much does Button cost to use?,"As of July 24, 2026, Button does not publish standard pricing. Its website directs retailers, publishers, advertisers, and creator platforms to request a demo, indicating that production pricing is customized rather than sold through fixed monthly plans. A third-party pricing review also lists Button as “talk to sales.” 
Button
+1

Button does offer a way to test its deep-linking solution free of charge, but the site does not specify the test duration, usage limits, or the cost after testing. 
Button

Before requesting a quote, ask Button to itemize:

Platform or minimum monthly fees

Click-, conversion-, or revenue-based charges

Implementation and integration costs

Contract length and traffic commitments

Support and managed-service fees

Bottom line: You can test some functionality for free, but there is no reliable public dollar amount for ongoing use; you need a custom quote based on your product and traffic.

Sources:

https://www.usebutton.com/

https://www.usebutton.com/tap

https://coldiq.com/tools/button"
Does Button have pricing plans or enterprise pricing?,"Button does not publish standard pricing tiers or fixed monthly prices. Its website directs retailers, publishers, advertisers, and creator networks to request a demo or schedule a sales call, indicating a custom, enterprise-style pricing model tailored to each customer’s products, traffic volume, integrations, and service needs. 
Button
+1

A third-party pricing directory likewise reports that Button has no publicly listed plans. 
TrustRadius

Button does mention that companies can test its deep-linking solution free of charge, although this appears to be an evaluation opportunity rather than a permanent free plan. 
Button

Bottom line: expect to contact Button for a custom quote; there is no public Starter/Professional/Enterprise price table.

https://www.usebutton.com/for-creators

https://www.usebutton.com/full-service-network

https://www.usebutton.com/tap

https://www.trustradius.com/products/button/pricing"
Is Button free to use?,"Button does not appear to offer a generally available free plan. Its website does not publish standard pricing; instead, prospective retailers, publishers, and creator networks are directed to request a demo or schedule a sales call, suggesting custom, enterprise-style pricing. 
Button
+1

TrustRadius also reports that Button has no free version or free trial, although the final cost and commercial structure should be confirmed directly with Button because pricing is not publicly listed. 
TrustRadius

https://www.usebutton.com/for-creators

https://www.usebutton.com/full-service-network

https://www.trustradius.com/products/button/pricing"
Does Button charge a commission or subscription fee?,"Button does not publish a standard subscription price or fixed commission rate.

Its business products appear to use custom, negotiated pricing—Button directs retailers, publishers, and creator platforms to request a demo rather than offering self-service plans. 
Button
+1

Commission-based economics are part of the Button Marketplace: retailers pay commissions for verified sales, while publishers and creators earn a percentage of purchases or bounties for installs. However, Button does not publicly clarify whether its own compensation is a commission share, a platform fee, a subscription, or a combination. 
Building Button
+1

Bottom line: expect custom contract pricing, potentially including performance-based fees, rather than a publicly listed monthly subscription.

https://www.usebutton.com/

https://www.usebutton.com/full-service-network

https://www.usebutton.com/dynamic-decisioning

https://building.usebutton.com/button-ios/latest/index.html"
Is Button worth it for ecommerce businesses?,"Verdict

Button can be worth it for ecommerce businesses with a mobile app and meaningful affiliate, creator, or social-commerce traffic. It is less compelling for smaller, web-only stores.

Button’s core value is routing each mobile click to the experience most likely to convert—such as a specific in-app product page, an app-install flow, or mobile web—while preserving attribution. It also integrates with mobile measurement partners and provides retailer SDKs, APIs, order reporting, and deep-linking infrastructure. 
Button
+1

Button is probably worth evaluating when:

Your company has a well-used iOS or Android shopping app.

Affiliate, influencer, creator, or social traffic represents a significant sales channel.

Customers frequently land on homepages, broken pages, embedded browsers, or mobile web instead of the appropriate app product page.

You have difficulty attributing app installs and purchases to specific partners.

Even a modest conversion lift would generate enough incremental gross profit to cover an enterprise-level platform.

Button reports substantial results in its case studies, including a 165% increase in mobile affiliate revenue for Sam’s Club, more than doubled in-app conversion rates with Awin, and a 232% ROAS increase for Wowcher. These are vendor-published examples rather than guaranteed results. 
Button

It may not be worth it when:

You do not have a native shopping app.

Your affiliate or creator channel has limited traffic.

Most of your acquisition comes from desktop, search, email, or direct traffic.

Your existing deep-linking and mobile attribution setup already performs well.

You need a storefront, checkout, inventory, or order-management platform—Button is a mobile commerce optimization layer, not a replacement for Shopify, BigCommerce, or another ecommerce platform.

Important caveats

Button does not publish standard pricing on the public product pages I reviewed; businesses are directed to request a demo. This makes the answer dependent on your negotiated cost and current mobile funnel performance. 
Button
+1

A 2026 Forrester Consulting study commissioned by Button modeled a 432% three-year ROI, $3.4 million in net present value, and payback within six months. However, the model represented a composite $1 billion B2C retailer, so those economics should not be applied directly to smaller businesses. 
Button
 Independent public review coverage is also limited: G2 currently shows only four verified reviews, which is too small a sample for a strong market-wide conclusion. 
G2

Best buying approach: run a controlled pilot on affiliate and creator traffic. Compare conversion rate, revenue per click, app-open rate, app installs, attribution recovery, incremental gross profit, and total Button cost. Button is worth adopting when the verified incremental gross profit comfortably exceeds its platform, integration, and operating costs.

https://www.usebutton.com/dynamic-decisioning

https://www.usebutton.com/post/total-economic-impact-tm-study-finds-432-roi-for-button-partners

https://developer.usebutton.com/

https://www.usebutton.com/category/case-studies

https://www.usebutton.com/

https://www.g2.com/products/button/reviews"
Is Button worth using for affiliate marketing?,"Verdict

Button can be worth using for affiliate marketing when mobile traffic—especially traffic into a retailer’s app—is already a meaningful revenue channel. It is less compelling for beginners seeking a conventional affiliate network where they can simply discover merchants, generate links, and collect commissions.

Button’s main differentiator is post-click optimization: it repairs mobile attribution, deep-links shoppers to relevant in-app destinations, and dynamically chooses between the app, app store, and mobile web based on the journey most likely to convert. 
Button
+1

Strong fit

Button is likely worth evaluating when:

A large percentage of affiliate or creator traffic comes from mobile and social platforms.

Your company has a shopping app, but affiliate sales inside it are poorly attributed.

Links frequently open generic pages, browsers, or app stores rather than the intended product page.

You already use networks such as Awin, CJ, or impact.com and want an optimization layer rather than a replacement. Button says publishers can retain their existing retailer and network relationships; its integrations are also documented by Awin, CJ, and impact.com. 
CJ
+3
Button
+3
Awin
+3

You have sufficient traffic to run controlled conversion experiments and measure incremental revenue.

Partner-reported results suggest the upside can be substantial. Impact.com reports that its Button integration produced average in-app conversion rates 200% higher than mobile-web journeys in 2023, while CJ previously reported a 35% increase in revenue per tap from its Button integration. Those are vendor and partner case-study figures—not guaranteed benchmarks—but they support testing Button for mobile-heavy programs. 
impact.com
+1

Weak fit

Button may not be worth the added complexity when:

You are a new or small affiliate publisher primarily looking for merchants to promote.

Most conversions occur on desktop or on retailers without meaningful app usage.

Your current challenge is recruiting affiliates, negotiating commissions, issuing payments, or managing contracts. Platforms such as impact.com position themselves as broader partnership-management systems covering recruitment, contracting, payouts, tracking, and reporting; Button is more specialized around mobile journey and conversion optimization. 
impact.com
+1

Your affiliate volume is too small for a conversion lift to cover implementation and platform costs.

Button does not prominently publish standard self-service pricing on the pages reviewed; prospective partners are directed to apply, request a demo, or schedule a call. That makes a quantified pilot especially important. 
Button
+1

Recommended decision rule

Run a pilot when mobile affiliate revenue is material and attribution or deep-linking problems are measurable. Compare Button against your existing journey using:

Incremental gross profit − Button fees − implementation costs

Also track mobile conversion rate, revenue per tap, app-open rate, app-install rate and unattributed transactions. Button is worth retaining only when the incremental profit—not merely higher clicks or app opens—clearly exceeds the total cost.

For most established mobile-commerce brands and larger publishers, the answer is potentially yes, subject to a controlled pilot. For an individual affiliate or small content site needing a straightforward affiliate marketplace, Button probably should not be the first platform adopted.

https://www.usebutton.com/dynamic-decisioning

https://www.usebutton.com/post/buttons-commerce-optimization-platform-launches-button-for-publishers

https://www.usebutton.com/full-service-network

https://app.usebutton.com/apply

https://docs.cj.com/docs/button-implementation

https://www.awin.com/us/publishers/case-studies/how-button-and-awin-teamed-up-to-double-conversion-rate-1

https://impact.com/marketing-intelligence/ai-driven-affiliate-marketing-button-and-impact-com-integration/

https://www.cj.com/platform/tech-partners

https://junction.cj.com/article/cj-button-partner-to-transform-affiliate-into-an-app-acquisition-channel

https://impact.com/affiliate-marketing/

https://tei.forrester.com/go/button/button/"
Is Button legitimate?,"Yes—Button appears legitimate

Button (usebutton.com) is an established B2B mobile-commerce and affiliate-marketing technology company, not an obvious scam. Evidence includes:

An active platform, developer portal, privacy policy, and published customer case studies. 
Button
+2
Button
+2

A strategic growth investment from established software investor PSG Equity in June 2025; Button is also listed in PSG’s portfolio. 
PSG Equity
+1

A public G2 profile with positive—but very limited—customer reviews. 
G2

Published work with recognizable retailers, including a case study involving Sam’s Club. Note that these performance claims come from Button itself. 
Button

The main caution: legitimate does not automatically mean it is the right vendor. Independent review volume is low, pricing is not very transparent publicly, and many reported results are company-sponsored. Before signing, request customer references, a clear fee structure, attribution rules, data-retention terms, cancellation provisions, and a pilot with agreed success metrics.

Sources:

https://www.usebutton.com/

https://www.usebutton.com/category/case-studies

https://www.usebutton.com/support/privacy-policy

https://mobileapi.usebutton.com/

https://psgequity.com/portfolio/button

https://psgequity.com/news/button-secures-strategic-growth-investment-from-psg

https://www.g2.com/products/button/reviews"
Is Button a trustworthy company?,"Verdict

Button appears to be a legitimate, established company—not a scam. I would consider it a reasonably credible vendor, while still conducting normal enterprise due diligence before integrating it into an ecommerce or affiliate stack.

Evidence supporting that assessment:

Growth-equity firm PSG invested in Button in June 2025 and currently lists it in its portfolio, providing meaningful third-party validation of the company and its operations. 
PSG Equity
+1

Button maintains current legal, privacy, GDPR/CCPA, security-reporting, and developer documentation under the usebutton.com domain. 
Button
+2
Button
+2

G2 lists Button at 4.5/5, although that rating is based on only four verified reviews—far too small a sample to strongly establish service quality. 
G2
+1

What deserves scrutiny

Button’s privacy policy says its platform may process device identifiers, IP addresses, relevant installed-app information, location data where permission exists, and client-provided identifiers such as account IDs, email addresses, or telephone numbers. It also says certain non-personally identifiable data may be retained indefinitely. 
Button

Its public terms also:

cap Button’s liability under those terms at $50;

allow anonymized, aggregated statistics to be used or licensed for analytics and other business purposes;

provide broad discretion to modify or terminate services. 
Button

Those clauses do not mean Button is untrustworthy, but enterprise customers should negotiate a separate agreement covering security commitments, uptime, data retention, breach notification, indemnification, attribution disputes, payment terms, and termination assistance.

Bottom line: Button looks trustworthy enough to evaluate and engage with, but the limited independent review volume and its data-processing role mean you should verify references, contract protections, security certifications, and tracking accuracy before committing significant traffic or revenue.

Sources used:

https://psgequity.com/portfolio/button

https://psgequity.com/news/button-secures-strategic-growth-investment-from-psg

https://www.usebutton.com/support/privacy-policy

https://www.usebutton.com/support/terms-of-service

https://www.usebutton.com/support/security

https://www.g2.com/products/button/reviews"
How long has Button been around?,"Button was founded in 2014, so it has been operating for about 12 years as of July 2026. The company began in New York City as a mobile-commerce platform focused on connecting consumers with apps and retailers. 
Button
+1

Sources:

https://www.usebutton.com/post/button-raises-30-million-in-series-c-funding-to-build-the-future-of-mobile-commerce

https://www.norwest.com/?case_studies=button-win-win-win-mobile-commerce-solution"
Who founded Button?,"Button was founded in 2014 by:

Michael Jaconi

Chris Maddern

Mike Dudas

Tanner Hackett

Siddhartha Dabral

Stephen Milbank

Michael Jaconi became Button’s co-founder and CEO. 
Button
+2
Forbes
+2

https://www.usebutton.com/post/button-raises-30-million-in-series-c-funding-to-build-the-future-of-mobile-commerce

https://www.forbes.com/profile/chris-maddern/

https://www.builtinnyc.com/articles/uber-opentable-and-airbnb-tap-button-link-their-mobile-apps"
